GlobalId,Type,Name,PredefinedType
1wBBaWkZr7TAnfZiPZvFDN,IfcDuctSegment,Round Duct:Default:1947063,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFDP,IfcDuctSegment,Round Duct:Default:1947065,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFDQ,IfcDuctSegment,Round Duct:Default:1947066,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFCZ,IfcDuctSegment,Round Duct:Default:1947075,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFCb,IfcDuctSegment,Round Duct:Default:1947077,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFCc,IfcDuctSegment,Round Duct:Default:1947078,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFCj,IfcDuctSegment,Round Duct:Default:1947085,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFCl,IfcDuctSegment,Round Duct:Default:1947087,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFCn,IfcDuctSegment,Round Duct:Default:1947089,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFCo,IfcDuctSegment,Round Duct:Default:1947090,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFCx,IfcDuctSegment,Round Duct:Default:1947099,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFCz,IfcDuctSegment,Round Duct:Default:1947101,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFC_,IfcDuctSegment,Round Duct:Default:1947102,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFC5,IfcDuctSegment,Round Duct:Default:1947109,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFC7,IfcDuctSegment,Round Duct:Default:1947111,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFC9,IfcDuctSegment,Round Duct:Default:1947113,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFCA,IfcDuctSegment,Round Duct:Default:1947114,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFCJ,IfcDuctSegment,Round Duct:Default:1947123,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFCL,IfcDuctSegment,Round Duct:Default:1947125,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFCM,IfcDuctSegment,Round Duct:Default:1947126,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFCT,IfcDuctSegment,Round Duct:Default:1947133,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF3W,IfcDuctSegment,Round Duct:Default:1947136,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF3Z,IfcDuctSegment,Round Duct:Default:1947139,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF3a,IfcDuctSegment,Round Duct:Default:1947140,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF3i,IfcDuctSegment,Round Duct:Default:1947148,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF3l,IfcDuctSegment,Round Duct:Default:1947151,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF3o,IfcDuctSegment,Round Duct:Default:1947154,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF3p,IfcDuctSegment,Round Duct:Default:1947155,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF3w,IfcDuctSegment,Round Duct:Default:1947162,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF3z,IfcDuctSegment,Round Duct:Default:1947165,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF30,IfcDuctSegment,Round Duct:Default:1947168,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF31,IfcDuctSegment,Round Duct:Default:1947169,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF3B,IfcDuctSegment,Round Duct:Default:1947179,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF3D,IfcDuctSegment,Round Duct:Default:1947181,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF3E,IfcDuctSegment,Round Duct:Default:1947182,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF3L,IfcDuctSegment,Round Duct:Default:1947189,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF3P,IfcDuctSegment,Round Duct:Default:1947193,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF3Q,IfcDuctSegment,Round Duct:Default:1947194,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2X,IfcDuctSegment,Round Duct:Default:1947201,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2a,IfcDuctSegment,Round Duct:Default:1947204,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2d,IfcDuctSegment,Round Duct:Default:1947207,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2e,IfcDuctSegment,Round Duct:Default:1947208,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2l,IfcDuctSegment,Round Duct:Default:1947215,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2n,IfcDuctSegment,Round Duct:Default:1947217,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2p,IfcDuctSegment,Round Duct:Default:1947219,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2q,IfcDuctSegment,Round Duct:Default:1947220,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2x,IfcDuctSegment,Round Duct:Default:1947227,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF23,IfcDuctSegment,Round Duct:Default:1947235,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF27,IfcDuctSegment,Round Duct:Default:1947239,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2A,IfcDuctSegment,Round Duct:Default:1947242,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2D,IfcDuctSegment,Round Duct:Default:1947245,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2F,IfcDuctSegment,Round Duct:Default:1947247,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2H,IfcDuctSegment,Round Duct:Default:1947249,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2I,IfcDuctSegment,Round Duct:Default:1947250,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2P,IfcDuctSegment,Round Duct:Default:1947257,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2R,IfcDuctSegment,Round Duct:Default:1947259,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2T,IfcDuctSegment,Round Duct:Default:1947261,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF2U,IfcDuctSegment,Round Duct:Default:1947262,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF1Z,IfcDuctSegment,Round Duct:Default:1947267,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF1a,IfcDuctSegment,Round Duct:Default:1947268,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF1h,IfcDuctSegment,Round Duct:Default:1947275,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF1i,IfcDuctSegment,Round Duct:Default:1947276,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF1p,IfcDuctSegment,Round Duct:Default:1947283,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF1q,IfcDuctSegment,Round Duct:Default:1947284,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF1H,IfcDuctSegment,Round Duct:Default:1947313,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF1L,IfcDuctSegment,Round Duct:Default:1947317,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF1N,IfcDuctSegment,Round Duct:Default:1947319,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF1P,IfcDuctSegment,Round Duct:Default:1947321,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF1R,IfcDuctSegment,Round Duct:Default:1947323,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF1T,IfcDuctSegment,Round Duct:Default:1947325,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF1V,IfcDuctSegment,Round Duct:Default:1947327,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF0Y,IfcDuctSegment,Round Duct:Default:1947330,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF0b,IfcDuctSegment,Round Duct:Default:1947333,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF0e,IfcDuctSegment,Round Duct:Default:1947336,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF0h,IfcDuctSegment,Round Duct:Default:1947339,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF0k,IfcDuctSegment,Round Duct:Default:1947342,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF0n,IfcDuctSegment,Round Duct:Default:1947345,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF0q,IfcDuctSegment,Round Duct:Default:1947348,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF0t,IfcDuctSegment,Round Duct:Default:1947351,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF0w,IfcDuctSegment,Round Duct:Default:1947354,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF0z,IfcDuctSegment,Round Duct:Default:1947357,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF00,IfcDuctSegment,Round Duct:Default:1947360,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF03,IfcDuctSegment,Round Duct:Default:1947363,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF06,IfcDuctSegment,Round Duct:Default:1947366,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF09,IfcDuctSegment,Round Duct:Default:1947369,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF0C,IfcDuctSegment,Round Duct:Default:1947372,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF0F,IfcDuctSegment,Round Duct:Default:1947375,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF0I,IfcDuctSegment,Round Duct:Default:1947378,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF0L,IfcDuctSegment,Round Duct:Default:1947381,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF0O,IfcDuctSegment,Round Duct:Default:1947384,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF0R,IfcDuctSegment,Round Duct:Default:1947387,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF7X,IfcDuctSegment,Round Duct:Default:1947393,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF7Z,IfcDuctSegment,Round Duct:Default:1947395,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF7f,IfcDuctSegment,Round Duct:Default:1947401,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF7i,IfcDuctSegment,Round Duct:Default:1947404,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF7l,IfcDuctSegment,Round Duct:Default:1947407,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF7o,IfcDuctSegment,Round Duct:Default:1947410,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF7r,IfcDuctSegment,Round Duct:Default:1947413,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF7u,IfcDuctSegment,Round Duct:Default:1947416,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF7x,IfcDuctSegment,Round Duct:Default:1947419,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF7_,IfcDuctSegment,Round Duct:Default:1947422,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF71,IfcDuctSegment,Round Duct:Default:1947425,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF74,IfcDuctSegment,Round Duct:Default:1947428,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF77,IfcDuctSegment,Round Duct:Default:1947431,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF7D,IfcDuctSegment,Round Duct:Default:1947437,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF7H,IfcDuctSegment,Round Duct:Default:1947441,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF7N,IfcDuctSegment,Round Duct:Default:1947447,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF7R,IfcDuctSegment,Round Duct:Default:1947451,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF7T,IfcDuctSegment,Round Duct:Default:1947453,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF6X,IfcDuctSegment,Round Duct:Default:1947457,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF6a,IfcDuctSegment,Round Duct:Default:1947460,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF6d,IfcDuctSegment,Round Duct:Default:1947463,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF6h,IfcDuctSegment,Round Duct:Default:1947467,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF6j,IfcDuctSegment,Round Duct:Default:1947469,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF6l,IfcDuctSegment,Round Duct:Let me cook:1947471,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF6o,IfcDuctSegment,Round Duct:Default:1947474,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF6r,IfcDuctSegment,Round Duct:Default:1947477,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF6u,IfcDuctSegment,Round Duct:Default:1947480,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF62,IfcDuctSegment,Round Duct:Default:1947490,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF64,IfcDuctSegment,Round Duct:Default:1947492,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF68,IfcDuctSegment,Round Duct:Default:1947496,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF6B,IfcDuctSegment,Round Duct:Default:1947499,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF6H,IfcDuctSegment,Round Duct:Default:1947505,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF6K,IfcDuctSegment,Round Duct:Default:1947508,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF6N,IfcDuctSegment,Round Duct:Default:1947511,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF6Q,IfcDuctSegment,Round Duct:Default:1947514,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF6T,IfcDuctSegment,Round Duct:Default:1947517,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF5W,IfcDuctSegment,Round Duct:Default:1947520,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF5a,IfcDuctSegment,Round Duct:Default:1947524,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF5d,IfcDuctSegment,Round Duct:Default:1947527,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF5f,IfcDuctSegment,Round Duct:Default:1947529,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF5j,IfcDuctSegment,Round Duct:Default:1947533,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF5p,IfcDuctSegment,Round Duct:Default:1947539,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF5v,IfcDuctSegment,Round Duct:Default:1947545,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF5y,IfcDuctSegment,Round Duct:Default:1947548,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF5$,IfcDuctSegment,Round Duct:Default:1947551,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF52,IfcDuctSegment,Round Duct:Default:1947554,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF55,IfcDuctSegment,Round Duct:Default:1947557,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF58,IfcDuctSegment,Round Duct:Default:1947560,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF5D,IfcDuctSegment,Round Duct:Default:1947565,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF5F,IfcDuctSegment,Round Duct:Default:1947567,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF5J,IfcDuctSegment,Round Duct:Default:1947571,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF5M,IfcDuctSegment,Round Duct:Default:1947574,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF5T,IfcDuctSegment,Round Duct:Default:1947581,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF5V,IfcDuctSegment,Round Duct:Default:1947583,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF4X,IfcDuctSegment,Round Duct:Default:1947585,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF4b,IfcDuctSegment,Round Duct:Default:1947589,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF4f,IfcDuctSegment,Round Duct:Default:1947593,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF4z,IfcDuctSegment,Round Duct:Default:1947613,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF4$,IfcDuctSegment,Round Duct:Default:1947615,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF41,IfcDuctSegment,Round Duct:Default:1947617,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF45,IfcDuctSegment,Round Duct:Default:1947621,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF47,IfcDuctSegment,Round Duct:Default:1947623,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF4B,IfcDuctSegment,Round Duct:Default:1947627,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF4D,IfcDuctSegment,Round Duct:Default:1947629,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF4F,IfcDuctSegment,Round Duct:Default:1947631,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF4J,IfcDuctSegment,Round Duct:Default:1947635,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF4L,IfcDuctSegment,Round Duct:Default:1947637,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF4N,IfcDuctSegment,Round Duct:Default:1947639,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF4P,IfcDuctSegment,Round Duct:Default:1947641,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF4V,IfcDuctSegment,Round Duct:Default:1947647,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFxX,IfcDuctSegment,Round Duct:Default:1947649,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFxb,IfcDuctSegment,Round Duct:Default:1947653,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFxd,IfcDuctSegment,Round Duct:Default:1947655,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFxg,IfcDuctSegment,Round Duct:Default:1947658,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFxj,IfcDuctSegment,Round Duct:Default:1947661,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFxm,IfcDuctSegment,Round Duct:Default:1947664,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFxp,IfcDuctSegment,Round Duct:Default:1947667,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFxs,IfcDuctSegment,Round Duct:Default:1947670,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFxv,IfcDuctSegment,Round Duct:Default:1947673,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFxy,IfcDuctSegment,Round Duct:Default:1947676,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFx$,IfcDuctSegment,Round Duct:Default:1947679,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFx2,IfcDuctSegment,Round Duct:Default:1947682,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFx5,IfcDuctSegment,Round Duct:Default:1947685,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFx8,IfcDuctSegment,Round Duct:Default:1947688,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFxB,IfcDuctSegment,Round Duct:Default:1947691,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFxE,IfcDuctSegment,Round Duct:Default:1947694,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFxH,IfcDuctSegment,Round Duct:Default:1947697,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFxP,IfcDuctSegment,Round Duct:Default:1947705,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFxR,IfcDuctSegment,Round Duct:Default:1947707,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFxT,IfcDuctSegment,Round Duct:Default:1947709,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFwf,IfcDuctSegment,Round Duct:Default:1947721,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFwi,IfcDuctSegment,Round Duct:Default:1947724,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFwl,IfcDuctSegment,Round Duct:Default:1947727,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFwo,IfcDuctSegment,Round Duct:Default:1947730,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFwr,IfcDuctSegment,Round Duct:Default:1947733,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFwu,IfcDuctSegment,Round Duct:Default:1947736,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFwx,IfcDuctSegment,Round Duct:Default:1947739,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFw_,IfcDuctSegment,Round Duct:Default:1947742,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFw1,IfcDuctSegment,Round Duct:Default:1947745,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFw4,IfcDuctSegment,Round Duct:Default:1947748,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFw7,IfcDuctSegment,Round Duct:Default:1947751,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFwA,IfcDuctSegment,Round Duct:Default:1947754,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFwD,IfcDuctSegment,Round Duct:Default:1947757,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFwG,IfcDuctSegment,Round Duct:Default:1947760,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFwJ,IfcDuctSegment,Round Duct:Default:1947763,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFwQ,IfcDuctSegment,Round Duct:Default:1947770,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFvf,IfcDuctSegment,Round Duct:Default:1947785,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFvl,IfcDuctSegment,Round Duct:Default:1947791,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFvp,IfcDuctSegment,Round Duct:Default:1947795,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFvs,IfcDuctSegment,Round Duct:Default:1947798,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFvv,IfcDuctSegment,Round Duct:Default:1947801,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFvw,IfcDuctSegment,Round Duct:Default:1947802,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFv1,IfcDuctSegment,Round Duct:Default:1947809,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFv4,IfcDuctSegment,Round Duct:Default:1947812,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFv7,IfcDuctSegment,Round Duct:Default:1947815,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFvA,IfcDuctSegment,Round Duct:Default:1947818,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFvD,IfcDuctSegment,Round Duct:Default:1947821,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFvG,IfcDuctSegment,Round Duct:Default:1947824,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFvJ,IfcDuctSegment,Round Duct:Default:1947827,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFvN,IfcDuctSegment,Round Duct:Default:1947831,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFvQ,IfcDuctSegment,Round Duct:Default:1947834,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFvT,IfcDuctSegment,Round Duct:Default:1947837,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFvV,IfcDuctSegment,Round Duct:Default:1947839,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFuc,IfcDuctSegment,Round Duct:Default:1947846,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFuf,IfcDuctSegment,Round Duct:Default:1947849,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFui,IfcDuctSegment,Round Duct:Default:1947852,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFuj,IfcDuctSegment,Round Duct:Default:1947853,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFuq,IfcDuctSegment,Round Duct:Default:1947860,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFut,IfcDuctSegment,Round Duct:Default:1947863,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFuw,IfcDuctSegment,Round Duct:Default:1947866,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFuz,IfcDuctSegment,Round Duct:Default:1947869,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFu0,IfcDuctSegment,Round Duct:Default:1947872,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFu3,IfcDuctSegment,Round Duct:Default:1947875,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFu6,IfcDuctSegment,Round Duct:Default:1947878,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFu9,IfcDuctSegment,Round Duct:Default:1947881,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFuD,IfcDuctSegment,Round Duct:Default:1947885,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFuG,IfcDuctSegment,Round Duct:Default:1947888,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFuJ,IfcDuctSegment,Round Duct:Default:1947891,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFuN,IfcDuctSegment,Round Duct:Default:1947895,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFuP,IfcDuctSegment,Round Duct:Default:1947897,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF$X,IfcDuctSegment,Round Duct:Default:1947905,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF$Z,IfcDuctSegment,Round Duct:Default:1947907,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF$v,IfcDuctSegment,Round Duct:Default:1947929,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF$2,IfcDuctSegment,Round Duct:Default:1947938,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF$6,IfcDuctSegment,Round Duct:Default:1947942,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF$8,IfcDuctSegment,Round Duct:Default:1947944,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF$A,IfcDuctSegment,Round Duct:Default:1947946,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF$E,IfcDuctSegment,Round Duct:Default:1947950,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF$G,IfcDuctSegment,Round Duct:Default:1947952,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF$I,IfcDuctSegment,Round Duct:Default:1947954,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF$M,IfcDuctSegment,Round Duct:Default:1947958,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF$O,IfcDuctSegment,Round Duct:Default:1947960,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF$Q,IfcDuctSegment,Round Duct:Default:1947962,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF$U,IfcDuctSegment,Round Duct:Default:1947966,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF_W,IfcDuctSegment,Round Duct:Default:1947968,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF_Y,IfcDuctSegment,Round Duct:Default:1947970,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF_c,IfcDuctSegment,Round Duct:Default:1947974,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF_e,IfcDuctSegment,Round Duct:Default:1947976,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF_h,IfcDuctSegment,Round Duct:Default:1947979,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF_m,IfcDuctSegment,Round Duct:Default:1947984,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF_o,IfcDuctSegment,Round Duct:Default:1947986,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF_s,IfcDuctSegment,Round Duct:Default:1947990,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF_v,IfcDuctSegment,Round Duct:Default:1947993,NOTDEFINED
